protein1	protein2
POMK	TRAM1
POMK	TRIP13
POMK	HSD17B12
POMK	KLHL22
POMK	RRP12
POMK	NUP188
POMK	RARS2
POMK	WLS
POMK	FAM69B
POMK	C19orf70
POMK	SFXN4
POMK	QSOX2
POMK	LPCAT2
POMK	MON2
POMK	AGPAT6
POMK	PLD3
POMK	ABHD12
POMK	CNNM3
POMK	LPCAT1
POMK	NUP210
POMK	DCAKD
POMK	FAR1
POMK	BRI3BP
POMK	SLC39A7
POMK	GCN1L1
POMK	PIGK
POMK	ALG3
POMK	RFT1
POMK	TMX3
POMK	SLC35E1
POMK	CLPTM1L
POMK	PIGS
POMK	SIGMAR1
POMK	TM9SF2
POMK	AGPAT1
POMK	VKORC1
POMK	ALG1
POMK	TMEM106C
POMK	ELOVL1
POMK	FANCD2
POMK	LMAN2L
POMK	SLC38A1
POMK	SPNS1
POMK	SEC61A2
POMK	CERS4
POMK	TMEM165
POMK	TM9SF3
POMK	APMAP
POMK	ABCB6
POMK	RTN4
POMK	ITM2C
POMK	AGPAT4
POMK	SMC4
POMK	FANCI
POMK	CLN6
POMK	TMEM161A
POMK	UGGT1
POMK	TECR
POMK	CHPF2
POMK	RRBP1
POMK	COPG2
POMK	DHCR7
POMK	SLC25A10
POMK	DDX20
POMK	GGT7
POMK	TMEM59L
POMK	MAN1B1
POMK	TMED7
POMK	SRPRB
POMK	AUP1
POMK	CEPT1
CLK4	DSP
CLK4	SERPINB3
CLK4	HAL
CLK4	POF1B
MKNK2	GSK3A
MKNK2	RPTOR
MKNK2	TXNDC5
SGK2	AIP
SGK2	ERP44
CSNK1G1	GNAI3
CSNK1G1	CD59
CSNK1G1	BSG
CSNK1G1	HADHB
CSNK1G1	NOTCH2
CSNK1G1	DSG2
CSNK1G1	GNG12
PAK6	CNOT1
PAK6	ACACB
PAK6	ATP2A1
PAK6	AHCYL1
PAK6	MTHFD1
PAK6	VDAC1
PAK6	CAD
PAK6	CANX
PAK6	YWHAB
PAK6	MCM4
PAK6	BSG
PAK6	LONP1
PAK6	VDAC2
PAK6	PGD
PAK6	MAP2K6
PAK6	ACLY
PAK6	DCAF7
PAK6	GNB2L1
PAK6	YWHAH
PAK6	DDB1
PAK6	AGK
PAK6	DCAF8
PAK6	USP9X
PAK6	USP7
PAK6	TTC28
PAK6	AHCYL2
PAK6	PPP1R9B
PAK6	ANAPC1
PAK6	CPVL
DYRK4	AIP
DYRK4	DNAJB6
DYRK4	CNP
DYRK4	DNAJB1
DYRK4	STIP1
DYRK4	DDOST
DYRK4	ST13
DYRK4	FKBP5
DYRK4	FKBP8
DYRK4	PTGES3
DYRK4	CACYBP
DYRK4	STUB1
SNRK	PRPF6
SNRK	MYH1
SNRK	ARCN1
SNRK	MAPK12
SNRK	CSNK2B
SNRK	CSNK2A1
SNRK	NUP160
SNRK	CBX3
SNRK	TRMT61A
SNRK	COG3
SNRK	CPVL
SNRK	GTF3C4
SNRK	MYH2
SNRK	STUB1
LATS2	HAX1
LATS2	POLRMT
LATS2	STK25
LATS2	PRMT5
LATS2	MTA2
LATS2	AHSA1
LATS2	HSPA4L
LATS2	CNP
LATS2	DNAJB1
LATS2	CAD
LATS2	NUP214
LATS2	FRK
LATS2	FNTA
LATS2	FNTB
LATS2	CTCF
LATS2	PPP5C
LATS2	AK2
LATS2	PRKDC
LATS2	GRSF1
LATS2	FKBP5
LATS2	HDAC1
LATS2	IQGAP2
LATS2	FKBP8
LATS2	NCAPD2
LATS2	OXA1L
LATS2	CDC37
LATS2	CPSF6
LATS2	P3H1
LATS2	HSP90AA4P
LATS2	NUP188
LATS2	IQSEC1
LATS2	DNAJC10
LATS2	ALDH16A1
LATS2	GCN1L1
LATS2	HDAC2
LATS2	MMS19
LATS2	DNAJC7
LATS2	WDR77
LATS2	SDF4
LATS2	DNAJC11
LATS2	RBM28
LATS2	PIH1D1
LATS2	HSPBP1
LATS2	SLC25A10
LATS2	GTF3C4
LATS2	STUB1
LATS2	HIGD1A
LATS2	SUGT1
STK36	H2AFZ
STK36	HMGA1
STK36	MKI67
STK36	NHP2L1
STK36	SARNP
STK36	HIST2H2AC
STK36	CDC5L
STK36	RBM28
NRBP2	HAX1
NRBP2	NDUFA4
NRBP2	PSMD14
NRBP2	IRS4
NRBP2	XPO1
NRBP2	SEC16A
NRBP2	DNAJB6
NRBP2	GLUD1
NRBP2	STATH
NRBP2	LYN
NRBP2	TUBG1
NRBP2	CAD
NRBP2	PSMB4
NRBP2	POLR2B
NRBP2	STIP1
NRBP2	SERPINH1
NRBP2	AK2
NRBP2	VBP1
NRBP2	RPS15
NRBP2	PRKDC
NRBP2	CDC42EP1
NRBP2	SMC1A
NRBP2	TCEB1
NRBP2	TCEB2
NRBP2	MLF2
NRBP2	DDB1
NRBP2	UBR4
NRBP2	MRPL10
NRBP2	LPCAT1
NRBP2	NUP210
NRBP2	FAR1
NRBP2	GCN1L1
NRBP2	SEH1L
NRBP2	MTR
NRBP2	PRMT1
NRBP2	SDF4
NRBP2	FUCA2
NRBP2	AMBRA1
NRBP2	CLPB
NRBP2	CPVL
NRBP2	TMEM165
NRBP2	SDF2L1
NRBP2	ISYNA1
NRBP2	HSPBP1
NRBP2	AKAP8L
NRBP2	SUGT1
NRBP2	LAS1L
NRBP2	YTHDF2
NRBP2	GTF3C5
IRAK4	PRMT5
IRAK4	CSTB
IRAK4	SERPINB3
IRAK4	ALDH5A1
STK32B	GLRX3
STK32B	HLA-A
STK32B	HSPB1
STK32B	DSP
STK32B	SERPINB3
STK32B	MAPK12
STK32B	LAGE3
STK32B	GCN1L1
STK32B	USP7
STK32B	MMS19
STK32B	OSGEP
STK32B	PNMA2
STK32B	POLDIP2
PLK2	H2AFZ
PLK2	PRKAR1A
PLK2	HIST2H2AC
PIM2	H2AFZ
PIM2	SUB1
PIM2	CDC37
PIM2	HIST2H2AC
PIM2	TNNI3K
PAK7	TP53
PAK7	GNAI2
PAK7	GNAI3
PAK7	YWHAQ
PAK7	YWHAB
PAK7	YWHAG
PAK7	YWHAE
PAK7	GNAI1
PAK7	YWHAH
PAK7	SPTAN1
PAK7	DSG2
PAK7	PLEC
PAK7	PCM1
PAK7	INA
PAK7	DBN1
PAK7	GNAS
PAK7	PUS3
STK26	IGFBP3
STK26	TAOK2
RPS6KB2	ACACB
RPS6KB2	TIMM8A
RPS6KB2	COPB2
RPS6KB2	SUB1
RPS6KB2	ECH1
RPS6KB2	ACACA
RPS6KB2	EIF3L
RPS6KB2	TIMM8B
RPS6KB2	TIMM13
PRKAG3	CNOT1
PRKAG3	PDCD5
PRKAG3	DNAJB6
PRKAG3	UBR5
PRKAG3	AHSA1
PRKAG3	TCP1
PRKAG3	DNAJB1
PRKAG3	STIP1
PRKAG3	BAG6
PRKAG3	CCT5
PRKAG3	CCT3
PRKAG3	CCT8
PRKAG3	CCT4
PRKAG3	DGKE
PRKAG3	MSH6
PRKAG3	VBP1
PRKAG3	CCT2
PRKAG3	CAMK2G
PRKAG3	CAMK2D
PRKAG3	TTC37
PRKAG3	MYH14
PRKAG3	IQGAP3
PRKAG3	GCN1L1
PRKAG3	DNAJA3
PRKAG3	MMS19
PRKAG3	PFDN5
PRKAG3	CCT7
PRKAG3	CPVL
PRKAG3	CACYBP
PRKAG3	PFDN2
PRKAG3	STUB1
PRKAG2	SMPD2
PRKAG2	TPM2
PRKAG2	MYH3
PRKAG2	MCM3
PRKAG2	TPM4
PRKAG2	PDZD3
PRKAG2	MYH2
PRKAG2	MYH4
TBK1	KIAA1217
TBK1	PXK
TBK1	NUP210
NRBP1	GART
NRBP1	CANX
NRBP1	SSR1
NRBP1	RCN1
NRBP1	USMG5
RPS6KA6	H2AFZ
RPS6KA6	TOP2A
RPS6KA6	NF1
RPS6KA6	MKI67
RPS6KA6	MDC1
RPS6KA6	RRP1B
RPS6KA6	CDHR2
RPS6KA6	WNK1
RPS6KA6	DDX18
RPS6KA6	NOC2L
TNIK	FGFR1OP
TNIK	TP53
TNIK	SFN
TNIK	LONP1
TNIK	CALCOCO2
TNIK	DCTN2
TNIK	PRKG1
TNIK	KIF7
TNIK	CCDC92
TNIK	PTRF
TNIK	HOMER1
TNIK	GALNT13
TNIK	MAPK1IP1L
TNIK	CTTNBP2
TNIK	RANBP9
TNIK	CDC5L
TNIK	C1orf35
TNIK	CPVL
TLK1	ABHD14B
TAOK2	AIP
TAOK2	CTSA
TAOK2	GLB1
TAOK2	PIP4K2A
TAOK2	ALDH18A1
TAOK2	HADHB
TAOK2	PIP4K2B
TAOK2	PLOD1
TAOK2	TAOK1
TAOK2	KLHL36
TAOK2	PIP4K2C
TAOK2	FAM172A
SRPK3	SNRPGP15
SRPK3	MYO1C
SRPK3	POLRMT
SRPK3	U2SURP
SRPK3	NKRF
SRPK3	RRP8
SRPK3	MYO1B
SRPK3	URB1
SRPK3	DKC1
SRPK3	LUC7L3
SRPK3	ANXA1
SRPK3	PKLR
SRPK3	RFC4
SRPK3	SRP9
SRPK3	GSK3B
SRPK3	MFAP1
SRPK3	RRP1
SRPK3	SNRPF
SRPK3	SRPK2
SRPK3	PURA
SRPK3	EXOSC10
SRPK3	CEBPZ
SRPK3	NCBP1
SRPK3	TBL3
SRPK3	PWP1
SRPK3	BMS1
SRPK3	HSD17B12
SRPK3	ATAD3B
SRPK3	RPL7L1
SRPK3	PELP1
SRPK3	KRI1
SRPK3	MRPS31
SRPK3	LRRC59
SRPK3	MSI2
SRPK3	C7orf50
SRPK3	MAK16
SRPK3	NIFK
SRPK3	GTPBP4
SRPK3	NAT10
SRPK3	XRN2
SRPK3	PPAN
SRPK3	LYAR
SRPK3	GLTSCR2
SRPK3	SRP68
SRPK3	PUF60
SRPK3	MRTO4
SRPK3	DIMT1
SRPK3	LUC7L2
SRPK3	LAS1L
SRPK3	MRPS18B
ICK	MAST4
ICK	HSP90AB1
ICK	TPP2
ICK	CAMK2G
ICK	CDC37
CDK11A	APOA1
CDK11A	AHSG
CDK11A	GC
CDK11A	ITIH2
CDK11A	ZC3H18
CDK11A	ANKRD31
CDK11A	SRRT
CDK11A	WDR6
AURKC	CSTB
AURKC	ANXA1
AURKC	HSPB1
AURKC	ENO2
AURKC	MYH7
AURKC	MYH11
AURKC	CRNN
AURKC	TAOK2
CAMK2A	TRIM27
CAMK2A	SSFA2
CAMK2A	NUP214
CAMK2A	NUP62
CAMK2A	METAP1
CAMK2A	MLF2
CAMK2A	RALGAPB
CAMK2A	DZIP1
CAMK2A	CKAP2
CAMK2A	USP7
CAMK2A	GRAMD1A
CAMK2A	NUP88
CAMK2A	CBY1
AKT3	HMGN1
AKT3	PTMS
AKT3	MARCKS
AKT3	HDGF
AKT3	BASP1
SIK3	CNOT1
SIK3	AP3D1
SIK3	TIMM8A
SIK3	TCP1
SIK3	STIP1
SIK3	MCM7
SIK3	COPB2
SIK3	CCT5
SIK3	CCT3
SIK3	CCT8
SIK3	CCT4
SIK3	SMARCA4
SIK3	GNB2L1
SIK3	CCT2
SIK3	FKBP5
SIK3	CHD4
SIK3	PTGES3
SIK3	GLG1
SIK3	CCT7
SIK3	OSBPL8
SIK3	CACYBP
SIK3	UTP3
SIK3	SUGT1
MAP3K2	EPB41L2
MAP3K2	ACTN4
MAP3K2	BCAS2
MAP3K2	UBR5
MAP3K2	MCM3
MAP3K2	MARK3
MAP3K2	RRM2
MAP3K2	PLK1
MAP3K2	SQSTM1
MAP3K2	CAMK2B
MAP3K2	LSM14A
MAP3K2	CORO1C
MAP3K2	NCKAP1
MAP3K2	SUGT1
MAP3K2	FAM115A
DYRK1B	POM121C
DYRK1B	SCO2
DYRK1B	ZNF217
DYRK1B	PEX14
DYRK1B	CDK2
DYRK1B	CTBP1
DYRK1B	FKBP5
DYRK1B	LPIN2
DYRK1B	TRRAP
MAP4K5	SNRNP70
MAP4K5	SNRPC
MAP4K5	CARM1
IRAK3	H2AFZ
IRAK3	HIST2H2AC
STK24	SMPD2
STK24	PSMA5
STK24	PSMB4
STK24	PSMD7
STK24	ATP5J2
STK24	PRKCZ
STK24	MRPL49
STK24	PSMD6
STK24	CPVL
STK24	GEMIN7
STK24	PSMD13
CSNK1G3	ACACB
CSNK1G3	ACACA
CSNK1G3	COL4A3BP
RPS6KL1	GOLIM4
RPS6KL1	NDUFA4
RPS6KL1	SEC16A
RPS6KL1	POLR1C
RPS6KL1	RBFOX2
RPS6KL1	ERLIN1
RPS6KL1	UBR5
RPS6KL1	ASMTL
RPS6KL1	HSP90AA1
RPS6KL1	CNP
RPS6KL1	SON
RPS6KL1	CANX
RPS6KL1	NUP214
RPS6KL1	HADHA
RPS6KL1	MAP1B
RPS6KL1	UTRN
RPS6KL1	RANBP2
RPS6KL1	NUP98
RPS6KL1	LIMK2
RPS6KL1	PRKDC
RPS6KL1	DYNC1H1
RPS6KL1	MAP7D1
RPS6KL1	NUP188
RPS6KL1	UBR4
RPS6KL1	RPRD2
RPS6KL1	IQGAP3
RPS6KL1	PNPLA6
RPS6KL1	LPCAT1
RPS6KL1	NUP210
RPS6KL1	NUP133
RPS6KL1	LARP4B
RPS6KL1	GCN1L1
RPS6KL1	RBM14
RPS6KL1	CPVL
RPS6KL1	ISYNA1
RPS6KL1	GLTSCR2
RPS6KL1	RRBP1
RPS6KL1	SLC25A10
RPS6KL1	DDX20
RPS6KL1	BAG5
RPS6KL1	SUGT1
RPS6KL1	SH3GLB1
RPS6KL1	MYO5A
BCR	SQSTM1
RET	CACYBP
HIPK2	TRAF2
BRAF	STK3
STK3	MYCBP2
STK3	ITCH
ALPK1	ALPK1
MAP4K3	ACE2
EIF2AK2	SPIDR
MAP3K4	GNB2L1
STK11	MMS19
PIK3CA	BPIFA1
ALK	HADHB
ALK	PDIA4
ALK	DNAJB11
ALK	PFKP
ALK	CANX
CSF1R	FBXW11
DDR2	HADHB
DDR2	ATAD3A
DDR2	WDR6
DDR2	SGPL1
DDR2	ATAD3B
DDR2	HERC2
DDR2	DNAJB11
DDR2	RPN1
DDR2	RPN2
DDR2	DDOST
EPHA8	PDIA4
EPHA8	DNAJB11
EPHA8	PFKP
EPHA8	CANX
FGFR1	HADHB
FGFR1	PFKP
FGFR4	HADHB
FGFR4	HSP90AB1
FGFR4	PFKP
FGFR4	CANX
MET	PDIA4
MET	DNAJB11
MET	CANX
RET	RPS6KA3
RET	GTF2IRD1
RET	PDIA4
ERBB2	PDIA4
ERBB2	DNAJB11
IGF1R	PDIA4
IGF1R	DNAJB11
IGF1R	RPN1
IGF1R	RPN2
IGF1R	CANX
INSR	P4HB
INSR	PDIA4
INSR	DNAJB11
INSR	RPN1
INSR	RPN2
INSR	DDOST
INSR	CANX
NTRK3	PDIA4
NTRK3	DNAJB11
NTRK3	RPN1
FGFR1	HLA-B
FGFR1	CLGN
IGF1R	KRT6B
INSR	EGFR
INSRR	MYO1B
PDGFRB	ATAD3B
RET	MYO1B
EGFR	DNAJC3
EGFR	CHPF2
EGFR	KDELC1
EGFR	ERO1LB
EGFR	COCH
EGFR	QSOX2
EGFR	TTC13
EGFR	CCPG1
EGFR	CNNM3
EGFR	NEU1
EGFR	TTC17
EGFR	UGGT2
EGFR	CACHD1
EGFR	HEXB
EGFR	PLOD1
EGFR	GGH
EGFR	EXT2
EGFR	ATP1B3
FGFR1	HYOU1
FGFR1	IGF1R
FGFR1	MET
FGFR1	DNAJC3
FGFR1	ATP1B3
IGF1R	LGALS3BP
IGF1R	TFRC
IGF1R	FKBP10
IGF1R	CACHD1
INSR	CPD
INSR	HSPE1
INSR	UCHL1
INSR	OAT
INSR	GGH
INSR	AHCY
INSR	ANXA5
INSRR	DSC3
RET	HLA-A
RET	OAT
EGFR	FAM171A1
EGFR	MICAL3
INSRR	TUBB3
INSRR	S100A8
EGFR	ARL13B
EGFR	SORBS1
EGFR	HOOK1
EGFR	ARC
EGFR	FNBP1
EGFR	FAM83G
FGFR4	RPS6KA6
INSR	TRPM7
INSRR	KRT83
RET	S100A9
RET	FGFR4
NTRK2	NTRK3
EPHA7	EPHB4
DDR2	NTRK3
LTK	EPHA2
EPHA5	EPHA2
EGFR	GABRA2
NTRK3	SEL1L
NTRK3	SEC61A1
HK2	PROM1
AKT1	S100A3
AKT1	KRT32
AKT3	S100A3
AKT3	KRT32
CHEK2	SIPA1L3
CHEK2	CD3EAP
CHEK2	RRS1
CHEK2	PWP1
CHEK2	SPECC1
CHEK2	SPECC1L
CHEK2	MYO6
CHEK2	RBM28
CHEK2	GPATCH4
CHEK2	MPRIP
CHEK2	SVIL
CHEK2	DCAF13
STK11	COPS7B
STK11	RIC8A
STK11	LPP
STK11	FKBP4
STK11	COPS7A
STK11	GARS
STK11	IARS2
STK11	AJUBA
STK11	HK1
STK11	LOXL2
CHEK2	SPTBN2
CHEK2	MYO5B
CHEK2	HEATR6
CHEK2	ACTR2
PIK3CA	SCGB2A1
PIK3CA	PIGR
PIK3CA	ZG16B
PIK3CA	LTF
PIK3CA	ANXA1
PIK3CA	BPIFB1
PIK3CA	MUC5B
PIK3CA	PRR4
PIK3CA	IGHA1
PIK3CA	APOA1
PIK3CA	PIP
AKT1	CSTB
AKT1	CRNN
AKT2	LMAN2
AKT3	NSF
AKT3	CHP1
CHEK2	DARS
EGFR	TPP2
EGFR	ACO2
EGFR	BASP1
PIK3CA	DSC1
STK11	PLEKHA7
STK11	PKP4
EPHB6	EPHA2
EPHB6	EPHB2
CDK7	HSPA5
PLK1	PPIL2
CDK7	IGKV2-29
CDK7	HSPA8
CDK7	TUBB
CDK7	RPS3
CDK7	SLC25A6
CDK7	RPL7
CDK7	TUBA1C
CDK7	SFXN1
CDK7	HIST1H1C
CDK7	PHB2
CDK7	PHB
CDK7	RPS3A
CDK7	SLC25A3
CDK7	HSD17B12
CDK7	CYB5R3
CDK7	EIF4B
CDK7	HSPA9
CDK7	EEF1A1
CDK7	ATP5C1
CDK7	MARCKS
CDK7	RPL7A
CDK7	TRAP1
CDK7	TMX1
CDK7	HSPA1B
CDK7	HIST2H4A
CDK7	RPL8
CDK7	WDR77
CDK7	MYL12A
CDK7	TPM1
CDK7	RPS8
CDK7	ACTA1
CDK7	LETM1
CDK7	SLC25A5
CDK7	RPS4Y1
CDK7	ATP5A1
CDK7	CANX
CDK7	RPL4
CDK7	NAPA
CDK7	RPL38
CDK7	EXOSC6
CDK7	KCTD5
CDK7	DPM1
CDK7	ATP5B
CDK7	HNRNPH1
CDK7	MYH9
CDK7	SCARB2
CDK7	MLEC
CDK7	H1F0
CDK7	ETFA
CDK7	TRIM21
CDK7	YWHAE
CDK7	YWHAZ
CDK7	SLC25A11
CDK7	STK38
CDK7	RDH11
CDK7	DDX17
CDK7	AGPS
CDK7	SORBS3
CDK7	NDUFS3
CDK7	TOMM70A
CDK7	SLC3A2
CDK7	EEF2
CDK7	VDAC1
CDK7	EEF1B2
CDK7	EEF1G
CDK7	PRDX6
CDK7	SLC25A1
CDK7	MYL6
CDK7	RPS18
CDK7	RPL10A
CDK7	RPL6
CDK7	RPL18
CDK7	PRDX4
CDK7	DYNC1I2
CDK7	EMC2
CDK7	SLC1A5
CDK7	INTS3
CDK7	ERGIC1
CDK7	PGAM5
CDK7	NIPSNAP1
CDK7	MYO1C
CDK7	SDCBP
CDK7	DDX3X
CDK7	SCAMP3
CDK7	PRPSAP2
CDK7	HIST1H2BL
CDK7	SNAP29
CDK7	RPLP2
CDK7	LAMP1
CDK7	SLC25A4
CDK7	CKMT1A
CDK7	PDIA4
CDK7	HSPA6
CDK7	PRPS1L1
CDK7	SDHB
CDK7	YWHAQ
CDK7	RPL10
CDK7	EEF1D
CDK7	RPL12
CDK7	DLST
CDK7	HADHA
CDK7	ECI1
CDK7	RANBP1
CDK7	RPL28
CDK7	EIF6
CDK7	RPL15
CDK7	RPS15A
CDK7	RPS16
CDK7	RPS14
CDK7	RPS13
CDK7	PPIA
CDK7	TPM4
CDK7	C1QBP
CDK7	TAB1
CDK7	HSP90AB2P
CDK7	YIF1B
CDK7	COX15
CDK7	MORC1
CDK7	SUMF2
CDK7	PRPF31
CDK7	H1FX
CDK7	MAGT1
CDK7	EXOSC4
CDK7	SLC25A10
CDK7	MRPS2
CDK7	TMED7
CDK7	SLC25A15
CDK7	IPO5
CDK7	PGRMC2
CDK7	STX7
CDK7	TPD52L2
CDK7	GOSR1
CDK7	PSMG1
CDK7	CAPNS1
CDK7	RPN2
CDK7	IGKV4-1
CDK7	TPM3
CDK7	CYC1
CDK7	RPSA
CDK7	HIST1H1E
CDK7	HSPD1
CDK7	PC
CDK7	PABPC3
CDK7	HIST1H1D
CDK7	RPL17
CDK7	SFPQ
CDK7	RPL13
CDK7	PSMA5
CDK7	ECHS1
CDK7	HIBADH
CDK7	YWHAB
CDK7	STX2
CDK7	RPL22
CDK7	MYH10
CDK7	BSG
CDK7	TMPO
CDK7	RPL35
CDK7	RPL5
CDK7	RPL21
CDK7	RPS9
CDK7	RPL29
CDK7	SUCLG1
CDK7	SLC16A1
CDK7	CLNS1A
CDK7	PSMD4
CDK7	ATP5J2
CDK7	TMEM33
CDK7	RPS20
CDK7	RPL27
CDK7	SEC61A1
CDK7	YWHAG
CDK7	RPS11
CDK7	RPL23A
CDK7	RPL23
CDK7	RPL39P5
CDK7	RPL11
CDK7	TUBB4B
CDK7	SARNP
CDK7	RPL19
CDK7	YWHAH
CDK7	PRDX1
CDK7	MTX1
CDK7	GANAB
CDK7	NONO
CDK7	PCBP1
CDK7	PYCRL
CDK7	TMEM177
CDK7	SLC25A30
CDK7	LYPLAL1
CDK7	RPL22L1
CDK7	DHX30
CDK7	MTDH
CDK7	MISP
CDK7	SERBP1
CDK7	GFM2
CDK7	SPEN
CDK7	SLC25A21
CDK7	C11orf84
CDK7	C20orf195
CDK7	SFXN3
CDK7	BOLA2
CDK7	SMARCAD1
CDK7	SLC25A22
CDK7	PPCS
CDK7	ECHDC1
CDK7	QPCTL
CDK7	MRPL15
CDK7	VTI1B
CDK7	SUN2
CDK7	SRP68
CDK7	RTCB
CDK7	IGKV2D-24
CDK7	GAPDHS
CDK7	SLC31A1
CDK7	TRAK2
CDK7	CBR1
CDK7	ARHGEF15
CDK7	IGHG2
CDK7	RPL35A
CDK7	SCN1A
CDK7	LMAN1
CDK7	COPB1
CDK7	BMPR2
CDK7	MUM1
CDK7	ALS2CR11
CDK7	HABP4
CDK7	ARID2
CDK7	GRAMD4
CDK7	PDXDC1
CDK7	ANKRD11
CDK7	MSANTD1
CDK7	CNTRL
CDK7	SLFN12
CDK7	DZIP1L
CDK7	KCTD17
CDK7	MCPH1
CDK7	ABCA5
CDK7	TRIM51
CDK7	SPTLC3
CDK7	WWOX
CDK7	EXOC6B
CDK7	CDY1
IGF1R	GPRASP1
MAPK1	PLEKHM1
TBK1	TRIM46
EPHA3	EPHA5
EPHA3	CANX
EPHA3	CDC37
EPHA3	NFAT5
EPHA3	BCKDHA
EPHA3	PRSS1
EPHA3	FHAD1
EPHA3	MDH1B
EPHA3	ERBB2IP
EPHA3	DSG2
EPHA3	ACBD3
EPHA3	WDR6
EPHA3	SLC1A5
EPHA3	PDZD11
EPHA3	PARD3
EPHA3	VANGL1
EPHA3	LRRC49
EPHA3	KIDINS220
EPHA3	SLC6A15
EPHA3	JPH1
EPHA3	PEAK1
EPHA3	CDCA3
EPHA3	HGS
EPHA3	FAM171A2
EPHA3	NISCH
EPHA3	AHNAK2
EPHA3	GOPC
EPHA3	FTSJ1
EPHA3	FLOT2
EPHA3	CCDC116
EPHA3	FAM171A1
EPHA3	GNB1
EPHA3	GGA3
EPHA3	FAM46D
EPHA3	ARHGAP39
EPHA3	SUMO1P1
PDGFRB	HSPA1B
PDGFRB	CANX
PDGFRB	CDC37
PDGFRB	UBR4
PDGFRB	XPO1
PDGFRB	HLA-A
PDGFRB	PFKP
PDGFRB	FANCI
PDGFRB	MON2
PDGFRB	NUP210
PDGFRB	NTPCR
PDGFRB	SEC61A1
PDGFRB	DNAJB11
PDGFRB	ST13P4
PDGFRB	LTN1
PDGFRB	HSD17B12
PDGFRB	QSOX2
PDGFRB	DNAJC16
PDGFRB	CPD
PDGFRB	PCDH7
PDGFRB	NDUFA4
PDGFRB	STC2
PDGFRB	FANCD2
TEK	HSPA1B
TEK	CDC37
TEK	CALM3
TEK	YTHDF3
TEK	UCHL1
TEK	PDGFRB
TEK	GPI
TEK	PSMB7
TEK	PEBP1
TEK	PSMA3
TEK	LANCL1
TEK	BAG6
TEK	CNBP
TEK	NUDT12
TEK	GLO1
TEK	AHSG
TEK	TBCA
IGF1R	HSPA1B
IGF1R	HYOU1
IGF1R	TUBB6
IGF1R	GCN1L1
IGF1R	GANAB
IGF1R	DNAJC3
IGF1R	DNAJA1
IGF1R	P4HB
IGF1R	NUP210
IGF1R	FANCI
IGF1R	OS9
IGF1R	GLUD1
IGF1R	UGGT1
IGF1R	DNAJA2
IGF1R	RCN2
IGF1R	PFKP
IGF1R	HLA-A
IGF1R	TIMM50
IGF1R	STC2
IGF1R	NTPCR
IGF1R	ADAM10
IGF1R	HADHA
IGF1R	HLA-C
IGF1R	SDF2L1
IGF1R	A2M
IGF1R	XPO1
IGF1R	HSD17B12
IGF1R	SEL1L
IGF1R	EMD
IGF1R	HAX1
IGF1R	ADCK4
IGF1R	DNAJC10
IGF1R	CPD
IGF1R	MON2
IGF1R	DNAJA3
IGF1R	ATP5C1
IGF1R	GLA
IGF1R	TNPO1
IGF1R	LTN1
IGF1R	CKAP4
IGF1R	DSC3
IGF1R	SCO2
IGF1R	PSMB4
IGF1R	SDF4
IGF1R	DDOST
IGF1R	DNAJB12
IGF1R	SEC61A1
IGF1R	PLOD1
IGF1R	ADAMTS1
IGF1R	TTC13
IGF1R	XPO5
IGF1R	LRRC59
IGF1R	AKAP8L
IGF1R	UGGT2
IGF1R	ITGAV
IGF1R	CALU
IGF1R	PI4KA
IGF1R	QSOX2
IGF1R	CNP
IGF1R	FANCD2
IGF1R	NDUFA4
IGF1R	CALM3
IGF1R	CLGN
IGF1R	TMX1
IGF1R	ERLEC1
IGF1R	RCN1
IGF1R	MDN1
IGF1R	TRAFD1
IGF1R	CISD3
IGF1R	ERO1LB
IGF1R	NDUFS2
IGF1R	CNPY3
IGF1R	PTK7
IGF1R	RAB11A
IGF1R	PLXNB2
IGF1R	GXYLT1
IGF1R	PTPLAD1
IGF1R	ZNF471
IGF1R	DPM1
IGF1R	TTC17
IGF1R	GGH
IGF1R	RNF213
IGF1R	DNAH10
IGF1R	C19orf10
IGF1R	DUS3L
IGF1R	EGFL7
IGF1R	SARS2
ALK	COPA
ALK	LRBA
ALK	COPB1
ALK	SEC24B
ALK	UNC45A
ALK	ESYT1
ALK	COPB2
ALK	ARCN1
ALK	SEC23B
ALK	HSPH1
ALK	COPE
ALK	SEC24A
ALK	ACBD3
ALK	HSPA4L
ALK	HYOU1
ALK	SEC23IP
ALK	SEC23A
ALK	CDK5RAP3
ALK	PLEKHA1
ALK	VEZT
ALK	NUP155
ALK	STIM1
ALK	ALDH3A2
ALK	SERPINH1
ALK	SH3KBP1
ALK	SCFD1
ALK	UNC5B
ALK	PDCL3
ALK	NISCH
ALK	NBEA
ALK	ARHGEF10
ALK	NSUN2
ALK	PFDN5
ALK	EMD
ALK	DNAJA2
ALK	ARF4
ALK	NUDCD3
ALK	GGA3
ALK	PFDN6
ALK	VBP1
ALK	EIF2S1
ALK	SRPR
ALK	EGLN1
ALK	MAP4K5
ALK	DDRGK1
ALK	TMEM201
ALK	NUDT19
ALK	CLCC1
ALK	TRIM13
ALK	USO1
ALK	VAPB
ALK	CDCA3
ALK	OSBPL8
ALK	PEAK1
ALK	SYAP1
ALK	AAAS
ALK	SMAP1
ALK	ACSL3
ALK	HGS
ALK	PFDN1
ALK	PGRMC2
ALK	ASNS
ALK	MIA3
